Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,Target,Prediction
9558.0,8491.0,7764.0,6711.0,17300.0,11133.0,7154.0,-71.94968981493456,0.9824912830895691,coca,coca
10476.0,9455.0,9173.0,7971.0,23011.0,15495.0,9649.0,-72.6534939979593,1.5569002493571915,coca,coca
11930.0,10843.0,9695.0,8505.0,18798.0,11654.0,7764.0,-76.03771143355182,0.3899652356651136,coca,coca
11257.0,10139.0,9472.0,8153.0,19101.0,11208.0,7637.0,-75.26308939411209,1.100728381564669,coca,coca
11818.0,10741.0,9662.0,8477.0,18604.0,10541.0,7359.0,-75.53507600467668,0.3989689540897582,coca,coca
10683.0,9737.0,9304.0,8579.0,17130.0,17055.0,11170.0,-75.90780543580934,1.5190746897936274,coca,coca
10185.0,9158.0,8299.0,7223.0,19168.0,10909.0,7214.0,-72.36018469245091,1.7735887556928396,coca,coca
10660.0,9675.0,8879.0,7801.0,20187.0,11772.0,6513.0,-75.31481523791611,1.75008031753198,coca,coca
10099.0,9061.0,8165.0,7123.0,17767.0,10173.0,7069.0,-72.20874746563612,1.3847523367992605,coca,coca
10055.0,9017.0,8057.0,7096.0,16216.0,9682.0,6757.0,-72.24735567039458,1.4235655138632914,coca,coca
9771.0,8674.0,7872.0,6745.0,17037.0,10691.0,6992.0,-71.61737138701636,2.142748921683703,coca,coca
10904.0,9781.0,8845.0,7661.0,18430.0,11319.0,7378.0,-75.76496012439299,0.8102494123886472,coca,coca
10364.0,9328.0,8455.0,7518.0,16147.0,10700.0,7309.0,-71.91169846904111,1.1446627310122957,coca,coca
9736.0,8649.0,7966.0,6718.0,19548.0,11963.0,7501.0,-72.07334282051481,2.1878772392626105,coca,coca
10252.0,9169.0,8369.0,7378.0,16181.0,10311.0,7103.0,-71.5957339394418,1.1735635744958852,coca,coca
11849.0,10771.0,9997.0,8776.0,21335.0,14437.0,8963.0,-76.13569543982513,0.38262562914699527,coca,coca
10436.0,9430.0,8666.0,7452.0,18527.0,11634.0,7645.0,-72.49618652988623,1.8280102908830913,coca,coca
11862.0,10728.0,9542.0,8481.0,17752.0,12004.0,8153.0,-76.12504739719635,0.37801380909127863,coca,coca
10552.0,9596.0,8671.0,7577.0,18950.0,11237.0,7404.0,-72.3238800194733,2.153102737042662,coca,coca
11640.0,10547.0,9826.0,8706.0,17816.0,13718.0,8811.0,-75.46033409430149,1.0903907390713632,coca,coca
11105.0,9974.0,9147.0,7904.0,18193.0,11855.0,7828.0,-75.04763848430828,1.1004682598202116,coca,coca
11240.0,10053.0,9087.0,7791.0,18637.0,10012.0,6762.0,-75.11707622881158,1.1622138748649617,coca,coca
11316.0,10259.0,9542.0,8312.0,19789.0,14007.0,8944.0,-75.22565381219603,1.5967437832731264,coca,coca
11842.0,10707.0,9887.0,8524.0,21763.0,13452.0,8627.0,-75.46363907860538,0.5046876287914569,coca,coca
11333.0,10226.0,9152.0,7943.0,19005.0,12022.0,7663.0,-75.92286236162892,0.24668801063694384,coca,coca
10978.0,10156.0,9168.0,9882.0,17799.0,19062.0,12389.0,-72.12434110302932,1.3557813347444359,coca,coca
10555.0,9504.0,8618.0,7633.0,19911.0,12371.0,7967.0,-75.81435538729,1.4899377400080023,coca,coca
9554.0,8473.0,8000.0,6645.0,21214.0,12546.0,7677.0,-71.7994875577981,1.3156704557295225,coca,coca
11514.0,10402.0,9739.0,8598.0,20198.0,13571.0,8968.0,-75.27214108143446,1.2882754288835399,coca,coca
9912.0,8880.0,8140.0,6959.0,19809.0,12484.0,7599.0,-71.78368635281896,2.2693892010902066,coca,coca
9762.0,8706.0,8032.0,6793.0,18376.0,11135.0,7266.0,-72.37606304049726,1.6894253259504912,coca,coca
9817.0,8712.0,7921.0,6811.0,18837.0,11988.0,7495.0,-72.41710851681904,1.8196277888006258,coca,coca
10131.0,9113.0,8585.0,7251.0,22174.0,12646.0,7671.0,-71.86471766620365,1.5604752015854833,coca,coca
10606.0,9634.0,8787.0,7913.0,18998.0,12898.0,8513.0,-71.99341083924544,1.5870910066598343,coca,coca
9847.0,8765.0,7930.0,6807.0,18445.0,12061.0,7598.0,-72.4348109545126,1.8768644608669893,coca,coca
11280.0,10222.0,9401.0,8225.0,18309.0,12665.0,8412.0,-75.83926839031757,0.9562421336212547,coca,coca
11179.0,10169.0,9714.0,8324.0,20146.0,15362.0,9603.0,-75.2820796454944,0.8621525878676334,coca,coca
11023.0,9944.0,9054.0,7741.0,20847.0,12401.0,7659.0,-74.5389624789985,1.7022820661037894,coca,coca
12053.0,10892.0,9729.0,8546.0,17920.0,11141.0,7733.0,-75.23851593788392,0.4810865957999373,coca,coca
9894.0,8830.0,8063.0,6932.0,20305.0,13147.0,7943.0,-72.41285836527234,1.870460154665748,coca,coca
11253.0,10190.0,9483.0,8284.0,19602.0,13819.0,8573.0,-75.38672098827593,1.0870085095356523,coca,coca
10448.0,9440.0,8547.0,7623.0,15705.0,10279.0,7247.0,-71.98736906314042,1.0017696493091792,coca,coca
10509.0,9670.0,9076.0,8785.0,17266.0,17306.0,11123.0,-72.45791166787491,1.9276031084344016,coca,coca
11432.0,10269.0,9225.0,8016.0,18111.0,10975.0,7353.0,-75.90399242335901,0.24655362202128353,coca,coca
11365.0,10250.0,9609.0,8352.0,22471.0,15197.0,9391.0,-75.16602195519458,1.2131021112754563,coca,coca
11831.0,10691.0,9739.0,8312.0,20933.0,10852.0,7199.0,-75.16028474600527,1.991659744039399,coca,coca
9612.0,8499.0,7666.0,6697.0,15831.0,10366.0,7001.0,-72.07060334711065,1.2447168455520363,coca,coca
11736.0,10601.0,9376.0,8350.0,18329.0,11680.0,7983.0,-76.15295959918866,0.46810295326824064,coca,coca
12277.0,11183.0,10210.0,8981.0,20177.0,13180.0,8645.0,-76.18489408079577,0.4192526454640252,coca,coca
10993.0,9954.0,9038.0,7928.0,20291.0,11936.0,7763.0,-71.90856910855105,2.1979788398800957,coca,coca
11567.0,10455.0,9353.0,8189.0,18102.0,11458.0,7619.0,-75.87275270035022,0.5412826317549094,coca,coca
10007.0,8985.0,8294.0,7164.0,19010.0,11314.0,7323.0,-72.21852309795919,1.539559801864042,coca,coca
10376.0,9322.0,8331.0,7284.0,17657.0,10468.0,7143.0,-72.14675140770116,2.0503120117474958,coca,coca
11463.0,10361.0,9843.0,8274.0,22020.0,13807.0,8601.0,-75.27549319157724,1.100184423806142,coca,coca
11609.0,10557.0,9871.0,8818.0,20878.0,14544.0,9367.0,-75.26310759358934,1.2918047806614543,coca,coca
11136.0,10006.0,9315.0,7874.0,21095.0,12577.0,7896.0,-75.25283712540404,1.032061074705902,coca,coca
10963.0,9934.0,8895.0,7916.0,17461.0,10812.0,7575.0,-71.83177532825736,2.268276546966294,coca,coca
11142.0,10110.0,9484.0,8196.0,21686.0,14410.0,9160.0,-75.41668741577085,1.3235391680567383,coca,coca
9770.0,8686.0,7969.0,6774.0,20134.0,11822.0,7400.0,-72.29474778662735,2.0109882509321735,coca,coca
11103.0,10063.0,9597.0,8167.0,21189.0,15639.0,10249.0,-75.31388296026564,0.6865446991311469,coca,coca
10351.0,9348.0,8431.0,7474.0,15775.0,10137.0,7111.0,-71.99546208807017,0.9852434994702697,coca,coca
11595.0,10555.0,10054.0,8699.0,20571.0,13514.0,8818.0,-75.35254371142194,1.565106311540352,coca,coca
9950.0,8918.0,8144.0,7044.0,19537.0,12461.0,7827.0,-71.90856910855105,2.1979788398800957,coca,coca
10303.0,9296.0,8411.0,7386.0,17536.0,10833.0,7401.0,-72.43965129327884,1.9739412148931814,coca,coca
10258.0,9207.0,8356.0,7301.0,18078.0,10870.0,7244.0,-72.51421307213162,1.8487792425562748,coca,coca
9662.0,8574.0,7759.0,6593.0,18931.0,11715.0,7404.0,-72.03480923255498,1.9736708359054898,coca,coca
11236.0,10162.0,9501.0,8207.0,22484.0,14955.0,9249.0,-75.10386192420732,1.131408466709234,coca,coca
11346.0,10310.0,9408.0,8751.0,17228.0,13571.0,9552.0,-74.87614291949836,1.0278617845596079,coca,coca
9524.0,8425.0,7685.0,6594.0,17586.0,11021.0,7152.0,-72.00045560136861,1.2397586282769293,coca,coca
11370.0,10247.0,9755.0,7999.0,26101.0,14181.0,8613.0,-75.065576006762,1.3356516113307881,coca,coca
11337.0,10242.0,9495.0,8452.0,20586.0,15587.0,10003.0,-75.35060220383671,1.1995137242591523,coca,coca
10685.0,9683.0,8818.0,7839.0,16028.0,10544.0,7351.0,-71.4397934326336,2.1915102343537622,coca,coca
11127.0,10079.0,9262.0,7976.0,21036.0,12779.0,8095.0,-75.04535338739677,1.4909029754261296,coca,coca
11882.0,10739.0,9887.0,8716.0,19538.0,12560.0,8302.0,-75.26964454470921,1.8055915131013096,coca,coca
9813.0,8704.0,7850.0,6845.0,16692.0,10732.0,7053.0,-71.8457465325491,2.2230498459026675,coca,coca
11766.0,10600.0,9557.0,8325.0,18605.0,11658.0,7874.0,-76.00576098852495,0.3263311844070297,coca,coca
10089.0,9051.0,8215.0,7179.0,19087.0,10973.0,7089.0,-71.91955436805786,1.4403579866558305,coca,coca
10085.0,9056.0,8204.0,7247.0,16816.0,10326.0,7229.0,-72.24727868690671,1.374089148742542,coca,coca
10452.0,9446.0,8837.0,7578.0,18553.0,11822.0,7841.0,-75.2971459437859,1.734748370265286,coca,coca
11188.0,10150.0,9116.0,8095.0,17187.0,10572.0,7417.0,-71.95468385348659,2.241574630458578,coca,coca
11739.0,10802.0,10249.0,9587.0,20425.0,17386.0,11670.0,-75.4607365479824,1.0770916063324014,coca,coca
10209.0,9172.0,8339.0,7318.0,17511.0,10279.0,7064.0,-72.13795989882864,1.341023866383873,coca,coca
11081.0,10026.0,9273.0,8350.0,19918.0,13938.0,8573.0,-75.6813782237203,0.7886881649075761,coca,coca
11089.0,10033.0,9447.0,8140.0,21380.0,14134.0,8959.0,-75.14082059637285,1.426301710854032,coca,coca
11175.0,10094.0,9294.0,8020.0,18826.0,12649.0,8257.0,-75.29382165267678,1.0191653199254431,coca,coca
11308.0,10277.0,9738.0,8565.0,19774.0,15229.0,9777.0,-75.23543836205022,0.9355739237633282,coca,coca
11097.0,10051.0,9278.0,8102.0,18720.0,12032.0,8009.0,-75.31857905829874,1.6755768757929157,coca,coca
11258.0,10134.0,9166.0,8019.0,16252.0,11480.0,7684.0,-74.84337352124712,1.1729329280259544,coca,coca
10560.0,9524.0,8611.0,7537.0,17913.0,11151.0,7428.0,-72.30235406303885,2.2098628401286384,coca,coca
11403.0,10341.0,9775.0,8481.0,21281.0,15415.0,9587.0,-75.208120998422,1.576525188016679,coca,coca
9776.0,8719.0,8044.0,6788.0,20604.0,12526.0,7636.0,-71.96088369799939,2.2400969186113433,coca,coca
10529.0,9546.0,8687.0,7639.0,18015.0,10755.0,7330.0,-71.98164057775956,1.2081609960763684,coca,coca
11338.0,10241.0,9690.0,8295.0,24649.0,15168.0,9745.0,-75.26457851359807,1.1673607375187214,coca,coca
11159.0,10105.0,9648.0,8264.0,22059.0,15566.0,9601.0,-75.78884723131524,0.9401062985048294,coca,coca
9809.0,8755.0,8144.0,7034.0,19304.0,11645.0,7521.0,-72.04975062595382,1.901868022128498,coca,coca
12588.0,11508.0,10375.0,9313.0,18567.0,12173.0,8481.0,-75.47148748656916,0.8208794663522272,coca,coca
12292.0,11163.0,10039.0,8771.0,19985.0,11104.0,7536.0,-75.18649680334136,0.8855003982907819,coca,coca
10540.0,9505.0,8470.0,7581.0,16878.0,10514.0,7245.0,-71.96470565019095,1.1809029523129497,coca,coca
10151.0,9136.0,8266.0,7258.0,18023.0,10828.0,7164.0,-72.15621693463645,1.390382174588373,coca,coca
11899.0,10814.0,9904.0,8799.0,18462.0,13832.0,9085.0,-75.09365454280506,2.0164994448773914,coca,coca
11165.0,10071.0,9321.0,8115.0,20439.0,12849.0,8261.0,-75.35177124287753,0.7774656731340708,coca,coca
11188.0,10117.0,9436.0,8161.0,21324.0,12077.0,7921.0,-75.13028630460222,1.0921875390220603,coca,coca
10164.0,9130.0,8327.0,7311.0,16339.0,9747.0,6926.0,-72.15716094702523,1.3892989918692382,coca,coca
11633.0,10509.0,9474.0,8209.0,19028.0,11810.0,7696.0,-75.99404103734524,0.3838645328210521,coca,coca
11976.0,10870.0,9763.0,8507.0,19712.0,11725.0,7703.0,-75.1000790914679,0.8793968475223869,coca,coca
10357.0,9356.0,8558.0,7527.0,18195.0,11425.0,7620.0,-72.73684882506745,1.9362709660467479,coca,coca
10721.0,9729.0,8996.0,8100.0,17877.0,13073.0,8530.0,-75.28083181050874,1.7618922366698488,coca,coca
11172.0,10071.0,9003.0,7842.0,17509.0,10638.0,7079.0,-75.2992584020895,1.4173298058219135,coca,coca
10518.0,9480.0,8755.0,7552.0,20778.0,11598.0,7571.0,-72.17652913000647,2.0477898464274746,coca,coca
12407.0,11302.0,10383.0,9385.0,19623.0,17022.0,11309.0,-74.2589339402943,1.8867421211718196,coca,coca
11066.0,9930.0,9057.0,7798.0,18568.0,11646.0,7553.0,-75.3474576017804,0.7812658270436796,coca,coca
11270.0,10234.0,9815.0,8451.0,21375.0,16586.0,10993.0,-75.43228688481905,1.0593184011044372,coca,coca
10172.0,9115.0,8222.0,7191.0,17181.0,9972.0,6911.0,-71.83255334495855,1.5497221468854692,coca,coca
9655.0,8583.0,7842.0,6633.0,19526.0,11585.0,7263.0,-72.08959008444161,1.998299596910385,coca,coca
10704.0,9697.0,8938.0,7875.0,17873.0,12257.0,8315.0,-75.2748993571359,1.7722068466382057,coca,coca
9884.0,8879.0,7943.0,6938.0,16893.0,9747.0,6713.0,-72.20182894203259,1.5339804171915739,coca,coca
10216.0,9227.0,8365.0,7373.0,17387.0,10555.0,7160.0,-72.28132473924074,1.3997483670113715,coca,coca
11754.0,10645.0,9656.0,8427.0,20459.0,13242.0,8633.0,-76.12787695165805,0.3719076965063167,coca,coca
11511.0,10363.0,9247.0,8090.0,17136.0,10719.0,7369.0,-75.91652917085875,0.2704345860668503,coca,coca
11429.0,10320.0,9599.0,8337.0,20154.0,13729.0,8634.0,-75.1755899305599,1.1328977840568975,coca,coca
9870.0,8769.0,8054.0,6906.0,19834.0,12026.0,7587.0,-71.9983849959226,2.00463938219696,coca,coca
11825.0,10688.0,9521.0,8316.0,18049.0,11125.0,7498.0,-75.995518028641,0.3316240827614463,coca,coca
10877.0,9740.0,8678.0,7515.0,17742.0,10903.0,7124.0,-74.5967561827696,1.2909720564798117,coca,coca
11144.0,10036.0,9355.0,7877.0,23839.0,13534.0,8378.0,-75.03914609351288,1.2197566957779302,coca,coca
11272.0,10247.0,9596.0,8580.0,19308.0,15406.0,10253.0,-75.15576383664849,1.002754255719205,coca,coca
11669.0,10594.0,10046.0,8676.0,21918.0,14765.0,9270.0,-75.1304336950522,1.3526125839285663,coca,coca
10314.0,9370.0,9237.0,7956.0,20197.0,14418.0,8809.0,-75.85719348213296,0.9400900833114677,coca,coca
10495.0,9538.0,8605.0,7852.0,13532.0,11331.0,8505.0,-71.52836059766835,2.145122118582824,coca,coca
9817.0,8733.0,8019.0,6761.0,24740.0,13191.0,7776.0,-72.06835854755784,1.96871611489301,coca,coca
10131.0,9018.0,7921.0,6807.0,12544.0,7604.0,5987.0,-72.38900210253209,2.209747536098894,coca,coca
11286.0,10214.0,9449.0,8198.0,21043.0,14086.0,9210.0,-75.28142035519316,1.0442723435974066,coca,coca
11374.0,10265.0,9153.0,7953.0,19317.0,12148.0,7821.0,-75.27827825964191,1.8205179448946804,coca,coca
10846.0,9789.0,8965.0,7857.0,18006.0,12735.0,8422.0,-75.27732882881831,1.7850986278442385,coca,coca
9621.0,8569.0,7906.0,6680.0,20097.0,12076.0,7386.0,-72.17224786451973,1.3864708273284956,coca,coca
9499.0,8397.0,7777.0,6468.0,20753.0,11436.0,7150.0,-71.99739358792921,1.2084496218555905,coca,coca
11038.0,10017.0,9264.0,8287.0,16493.0,12714.0,8539.0,-75.4102787792969,0.7750176513763833,coca,coca
9370.0,8326.0,7478.0,6524.0,14997.0,9661.0,6621.0,-71.99396365964107,0.8445708622896384,coca,coca
9963.0,8865.0,7957.0,6928.0,16644.0,11391.0,7442.0,-72.45476504107204,1.9593226152220922,coca,coca
11045.0,9930.0,9062.0,7756.0,18406.0,11123.0,7322.0,-75.03334723377546,1.126524615262375,coca,coca
12032.0,10916.0,9699.0,8621.0,16955.0,10716.0,7572.0,-75.29216608369556,0.4306011780300748,coca,coca
11313.0,10160.0,9152.0,7977.0,16873.0,10730.0,7236.0,-75.04063055663958,1.3045748046836982,coca,coca
10345.0,9305.0,8334.0,7280.0,17105.0,10305.0,7009.0,-72.10677630660322,2.030316256459293,coca,coca
11408.0,10277.0,9235.0,7940.0,19830.0,12598.0,7885.0,-75.25347239609452,1.8889179241602925,coca,coca
10338.0,9311.0,8406.0,7337.0,16623.0,10640.0,7251.0,-72.11006652931086,1.9979293874052868,coca,coca
9748.0,8693.0,8012.0,6857.0,17234.0,10895.0,7170.0,-71.5785944916938,2.140901169764277,coca,coca
11284.0,10153.0,9110.0,7921.0,19996.0,12524.0,7962.0,-75.5272559004297,1.8752858128614944,coca,coca
11045.0,9966.0,9228.0,8031.0,18957.0,12918.0,8341.0,-75.44519455717017,0.7756926288018352,coca,coca
11433.0,10289.0,9192.0,8025.0,17971.0,11326.0,7528.0,-75.97180083224465,0.3766755366427989,coca,coca
10956.0,9832.0,8811.0,7741.0,17521.0,10527.0,7036.0,-74.53130597941446,0.75479152121112,coca,coca
11392.0,10345.0,9583.0,8431.0,17840.0,12764.0,8629.0,-75.14242454477483,1.173612235223636,coca,coca
10146.0,9132.0,8348.0,7278.0,19115.0,11196.0,7380.0,-72.36614256815034,1.7521781324568777,coca,coca
11260.0,10199.0,9633.0,8378.0,18287.0,15367.0,10527.0,-75.31258008918377,1.1947686130252064,coca,coca
11406.0,10344.0,9709.0,8349.0,21665.0,13549.0,8500.0,-75.4530530233631,1.0855064726880603,coca,coca
11154.0,10084.0,9299.0,8304.0,17292.0,12681.0,8423.0,-75.36282636531837,0.7847928940085815,coca,coca
10381.0,9378.0,8499.0,7528.0,17936.0,11089.0,7510.0,-72.10221847954722,1.940178067955467,coca,coca
9955.0,8836.0,7969.0,6816.0,19630.0,11461.0,7296.0,-72.53948030884752,1.9883290614847695,coca,coca
10515.0,9468.0,8842.0,7572.0,20439.0,13509.0,8881.0,-75.3022727277966,1.7477753820723034,coca,coca
11319.0,10278.0,9311.0,8356.0,18007.0,11417.0,7901.0,-71.78584323006875,2.2685810675534586,coca,coca
11143.0,10023.0,9441.0,8048.0,20460.0,12895.0,8198.0,-75.27130663325094,1.0197101389032728,coca,coca
11386.0,10359.0,9905.0,8822.0,21520.0,16078.0,10107.0,-75.24719335833863,1.2515011828418727,coca,coca
11329.0,10336.0,9203.0,8214.0,17288.0,10591.0,7565.0,-71.79103883352165,2.294472030969637,coca,coca
11234.0,10182.0,9227.0,8292.0,16629.0,14792.0,10010.0,-75.45491730040415,1.6732428244851991,coca,coca
9796.0,8697.0,7642.0,6802.0,14223.0,11005.0,7512.0,-72.1483443430613,2.1378731635297865,coca,coca
9790.0,8735.0,8034.0,6865.0,19147.0,12144.0,7696.0,-72.196451843641,2.0571776412104295,coca,coca
10312.0,9242.0,8135.0,7175.0,16958.0,10390.0,6896.0,-72.02627152880898,2.0025222152752806,coca,coca
11611.0,10536.0,9950.0,8787.0,20025.0,14052.0,9133.0,-75.35950892829271,1.2599019051409,coca,coca
12382.0,11378.0,10318.0,9109.0,19866.0,12073.0,8130.0,-75.5709758469046,0.8143526865238975,coca,coca
12949.0,11878.0,10471.0,9434.0,18286.0,11521.0,8135.0,-75.29541945214413,0.7682419007263583,coca,coca
9542.0,8450.0,7779.0,6587.0,21878.0,12657.0,7573.0,-71.9883493798211,1.2291741826375562,coca,coca
10241.0,9199.0,8417.0,7278.0,20131.0,11153.0,7327.0,-72.45476504107204,1.9593226152220922,coca,coca
9657.0,8628.0,8082.0,6738.0,22560.0,12751.0,7641.0,-72.26745797268353,1.5066839917972459,coca,coca
11020.0,10182.0,9067.0,8069.0,18292.0,12644.0,8244.0,-72.00627745587775,2.3080873453237998,coca,coca
10975.0,9892.0,8849.0,7665.0,18883.0,11229.0,7366.0,-75.61863594512708,0.060794380039860374,coca,coca
11771.0,10636.0,9634.0,8418.0,18422.0,11503.0,7729.0,-75.43667579759439,0.46017805696213737,coca,coca
10760.0,9677.0,8536.0,7526.0,15276.0,10014.0,7137.0,-75.6298236347888,1.6826931944364352,coca,coca
11405.0,10292.0,9355.0,8224.0,18542.0,11743.0,7946.0,-75.27713067102349,1.2951959659182375,coca,coca
9576.0,8479.0,7792.0,6762.0,17906.0,11095.0,7430.0,-72.01770889563753,1.223244306012329,coca,coca
11256.0,10129.0,9217.0,8034.0,19612.0,11535.0,7573.0,-75.43393343651456,1.248762679399274,coca,coca
10553.0,9510.0,8629.0,7637.0,17564.0,10554.0,7252.0,-72.10060438096895,1.1425573240208033,coca,coca
12728.0,11660.0,10343.0,9293.0,16728.0,10951.0,7872.0,-75.33573790830184,0.8861683527361569,coca,coca
11851.0,10804.0,10065.0,8936.0,22586.0,16178.0,10110.0,-75.23392188455865,1.933568302652894,coca,coca
11115.0,10105.0,9102.0,8078.0,17665.0,10769.0,7530.0,-72.04603060198431,2.3039696875498623,coca,coca
10036.0,9011.0,8198.0,7128.0,18724.0,10508.0,7088.0,-72.18754968911907,1.5358591884168755,coca,coca
